round,set,id,trial,donor_ratio,concentration,annealing_t,spinspeed,sol_add_v_perc,date,channel,pce,jsc,voc,ff,status,filter_trial,distance,distance_log,design
2,47,na,A,1.7,15.5,74.2,4820,3.28,20240710,d,9.631,20.607,0.82,0.556,accept,accept,,,sobol32
1,6,na,A,0.8,8,70,2500,2,20210914,E,9.62,22.3,0.72,0.57,ACCEPT,ACCEPT,,,sdoe
2,49,na,A,0.578,19.5,53,3470,2.03,20240710,c,9.617,21.018,0.81,0.551,accept,accept,,,sobol32
2,30,na,A,0.812,12,98.1,5320,1.88,20240703,a,9.609,17.203,0.83,0.657,accept,accept,,,sobol32
1,5,na,B,0.5,22,130,6000,5,20210929,A,9.59,24.2,0.75,0.501,ACCEPT,ACCEPT,,,sdoe
1,9,na,B,0.8,20,130,800,0.5,20211005,C,9.58,22.2,0.74,0.553,ACCEPT,ACCEPT,,,sdoe
1,24,na,A,1.5,20,90,1500,0,20211005,D,9.57,20.1,0.83,0.546,ACCEPT,ACCEPT,,,sdoe
1,17,na,B,1.2,12,130,2500,0,20211006,D,9.56,20.2,0.8,0.568,ACCEPT,ACCEPT,,,sdoe
2,51,na,A,1.23,16.5,47.7,2460,1.72,20240710,e,9.552,19.419,0.83,0.578,accept,accept,,,sobol32
1,1,na,C,0.5,8,55,800,0,20211116,B,9.55,22.3,0.81,0.506,ACCEPT,REJECT,,,sdoe
2,33,na,A,0.438,16,76.9,1280,0.625,20240705,d,9.55,22.652,0.8,0.514,accept,accept,,,sobol32
2,35,na,A,1.28,19,82.2,5660,0.312,20240705,d,9.549,19.789,0.84,0.561,accept,accept,,,sobol32
2,51,na,A,1.23,16.5,47.7,2460,1.72,20240710,c,9.543,19.119,0.83,0.587,accept,accept,,,sobol32
1,9,na,C,0.8,20,130,800,0.5,20220119,E,9.52,21.3,0.79,0.538,ACCEPT,ACCEPT,,,sdoe
1,12,na,D,1,12,110,800,1,20220308,D,9.52,22.9,0.79,0.504,ACCEPT,REJECT,,,sdoe
1,5,na,A,0.5,22,130,6000,5,20210914,C,9.5,21.2,0.75,0.569,ACCEPT,ACCEPT,,,sdoe
1,15,na,A,1,22,70,4500,0,20210915,E,9.49,20.3,0.79,0.562,ACCEPT,ACCEPT,,,sdoe
1,23,na,B,1.5,16,70,800,5,20211116,F,9.49,19.6,0.79,0.588,ACCEPT,ACCEPT,,,sdoe
1,19,na,C,1.2,20,70,6000,1,20220208,B,9.49,19.1,0.82,0.577,ACCEPT,ACCEPT,,,sdoe
2,57,na,A,0.297,14.5,122,5830,4.84,20240716,b,9.477,19.904,0.78,0.601,accept,accept,,,sobol32
1,4,na,B,0.5,20,110,4500,2,20210929,B,9.47,22,0.76,0.539,ACCEPT,ACCEPT,,,sdoe
1,9,na,C,0.8,20,130,800,0.5,20220119,B,9.47,19.9,0.79,0.573,ACCEPT,ACCEPT,,,sdoe
1,4,na,B,0.5,20,110,4500,2,20210929,F,9.46,20.8,0.76,0.57,ACCEPT,ACCEPT,,,sdoe
1,13,na,B,1,16,130,1500,2,20211005,C,9.46,22.5,0.73,0.547,ACCEPT,ACCEPT,,,sdoe
2,35,na,A,1.28,19,82.2,5660,0.312,20240705,f,9.456,18.793,0.84,0.585,accept,accept,,,sobol32
1,8,na,C,0.8,16,110,6000,0,20220119,F,9.45,21.2,0.8,0.531,ACCEPT,REJECT,,,sdoe
2,47,na,A,1.7,15.5,74.2,4820,3.28,20240710,b,9.435,19.4,0.82,0.579,accept,accept,,,sobol32
1,16,na,D,1.2,8,110,1500,5,20220308,F,9.41,17.7,0.7,0.643,ACCEPT,ACCEPT,,,sdoe
2,51,na,A,1.23,16.5,47.7,2460,1.72,20240710,d,9.41,19.58,0.83,0.565,accept,accept,,,sobol32
2,43,na,A,1.14,21.5,127,1440,3.91,20240709,e,9.4,21.901,0.78,0.537,accept,accept,,,sobol32
2,34,na,A,0.531,11,125,2960,2.81,20240705,d,9.387,20.063,0.79,0.578,accept,accept,,,sobol32
2,49,na,A,0.578,19.5,53,3470,2.03,20240710,b,9.383,20.777,0.8,0.551,accept,accept,,,sobol32
1,11,na,A,1,8,90,6000,0.5,20210915,C,9.36,20.6,0.77,0.562,ACCEPT,ACCEPT,,,sdoe
1,19,na,D,1.2,20,70,6000,1,20220517,E,9.35,19.2,0.83,0.557,ACCEPT,ACCEPT,,,sdoe
2,51,na,A,1.23,16.5,47.7,2460,1.72,20240710,a,9.347,19.183,0.85,0.559,accept,accept,,,sobol32
2,26,na,A,0.25,6,45,600,0,20240703,e,9.331,17.851,0.82,0.622,accept,accept,,,sobol32
2,47,na,A,1.7,15.5,74.2,4820,3.28,20240710,a,9.325,19.765,0.83,0.555,accept,accept,,,sobol32
1,23,na,B,1.5,16,70,800,5,20211116,B,9.32,19.9,0.8,0.563,ACCEPT,ACCEPT,,,sdoe
1,15,na,C,1,22,70,4500,0,20220208,A,9.32,19.6,0.84,0.538,ACCEPT,ACCEPT,,,sdoe
1,4,na,D,0.5,20,110,4500,2,20220222,F,9.32,22.6,0.74,0.545,ACCEPT,ACCEPT,,,sdoe
2,33,na,A,0.438,16,76.9,1280,0.625,20240705,b,9.302,21.599,0.8,0.525,accept,accept,,,sobol32
1,19,na,B,1.2,20,70,6000,1,20211006,A,9.3,22.6,0.84,0.469,ACCEPT,ACCEPT,,,sdoe
1,14,na,C,1,20,55,2500,5,20220208,B,9.29,17.8,0.81,0.614,ACCEPT,ACCEPT,,,sdoe
2,26,na,A,0.25,6,45,600,0,20240703,c,9.276,17.037,0.82,0.648,accept,accept,,,sobol32
2,51,na,A,1.23,16.5,47.7,2460,1.72,20240710,b,9.276,18.907,0.84,0.57,accept,accept,,,sobol32
1,20,na,A,1.2,22,90,800,2,20210928,D,9.24,19.9,0.84,0.531,ACCEPT,REJECT,,,sdoe
1,19,na,D,1.2,20,70,6000,1,20220517,D,9.24,19.8,0.84,0.528,ACCEPT,ACCEPT,,,sdoe
1,3,na,C,0.5,16,90,2500,1,20220119,E,9.23,20.2,0.79,0.549,ACCEPT,ACCEPT,,,sdoe
1,14,na,C,1,20,55,2500,5,20220208,D,9.23,20.6,0.82,0.518,ACCEPT,ACCEPT,,,sdoe
1,19,na,B,1.2,20,70,6000,1,20211006,B,9.22,21.4,0.84,0.493,ACCEPT,ACCEPT,,,sdoe
1,5,na,B,0.5,22,130,6000,5,20210929,F,9.21,20.5,0.75,0.568,ACCEPT,ACCEPT,,,sdoe
1,19,na,C,1.2,20,70,6000,1,20220208,A,9.2,18.9,0.83,0.557,ACCEPT,ACCEPT,,,sdoe
1,16,na,D,1.2,8,110,1500,5,20220308,E,9.2,18.2,0.8,0.606,ACCEPT,ACCEPT,,,sdoe
1,9,na,C,0.8,20,130,800,0.5,20220119,A,9.18,20.7,0.8,0.527,ACCEPT,ACCEPT,,,sdoe
1,8,na,C,0.8,16,110,6000,0,20220119,B,9.15,20.5,0.8,0.53,ACCEPT,REJECT,,,sdoe
1,23,na,C,1.5,16,70,800,5,20220222,C,9.14,19.9,0.8,0.561,ACCEPT,ACCEPT,,,sdoe
1,16,na,D,1.2,8,110,1500,5,20220308,A,9.14,18.6,0.8,0.588,ACCEPT,ACCEPT,,,sdoe
1,7,na,B,0.8,12,90,4500,5,20211005,E,9.12,19.2,0.76,0.595,ACCEPT,REJECT,,,sdoe
1,19,na,B,1.2,20,70,6000,1,20211006,F,9.11,19.7,0.83,0.535,ACCEPT,ACCEPT,,,sdoe
1,11,na,A,1,8,90,6000,0.5,20210915,B,9.1,21.1,0.77,0.533,ACCEPT,ACCEPT,,,sdoe
1,1,na,C,0.5,8,55,800,0,20211116,F,9.1,19.5,0.8,0.56,ACCEPT,REJECT,,,sdoe
1,12,na,D,1,12,110,800,1,20220308,B,9.1,321.7,0.78,0.516,ACCEPT,REJECT,,,sdoe
1,8,na,C,0.8,16,110,6000,0,20220119,E,9.08,20.7,0.8,0.52,ACCEPT,REJECT,,,sdoe
1,15,na,A,1,22,70,4500,0,20210915,A,9.07,19.9,0.8,0.542,ACCEPT,ACCEPT,,,sdoe
1,23,na,B,1.5,16,70,800,5,20211116,A,9.07,20.5,0.8,0.53,ACCEPT,ACCEPT,,,sdoe
1,6,na,C,0.8,8,70,2500,2,20220119,B,9.07,17,0.82,0.62,ACCEPT,ACCEPT,,,sdoe
1,11,na,A,1,8,90,6000,0.5,20210915,A,9.04,21.8,0.79,0.499,ACCEPT,ACCEPT,,,sdoe
1,4,na,B,0.5,20,110,4500,2,20210929,A,9.04,21.9,0.77,0.51,ACCEPT,ACCEPT,,,sdoe
1,23,na,B,1.5,16,70,800,5,20211116,E,9.03,19.8,0.79,0.553,ACCEPT,ACCEPT,,,sdoe
1,13,na,A,1,16,130,1500,2,20210915,F,9.02,20.9,0.77,0.534,ACCEPT,ACCEPT,,,sdoe
2,35,na,A,1.28,19,82.2,5660,0.312,20240705,e,9.016,18.662,0.83,0.568,accept,accept,,,sobol32
2,33,na,A,0.438,16,76.9,1280,0.625,20240705,a,9.011,21.38,0.82,0.502,accept,accept,,,sobol32
1,10,na,A,0.8,22,55,1500,1,20210915,F,9.01,19,0.81,0.555,ACCEPT,ACCEPT,,,sdoe
2,54,na,A,0.672,10.5,58.3,1780,3.59,20240716,c,9.007,20.08,0.78,0.566,accept,accept,,,sobol32
1,14,na,B,1,20,55,2500,5,20211006,D,9,18.7,0.78,0.592,ACCEPT,ACCEPT,,,sdoe
1,6,na,A,0.8,8,70,2500,2,20210914,D,8.99,22.5,0.72,0.527,ACCEPT,ACCEPT,,,sdoe
1,3,na,B,0.5,16,90,2500,1,20210929,E,8.98,18.7,0.78,0.585,ACCEPT,ACCEPT,,,sdoe
1,14,na,C,1,20,55,2500,5,20220208,A,8.96,17.9,0.81,0.588,ACCEPT,ACCEPT,,,sdoe
1,4,na,D,0.5,20,110,4500,2,20220222,B,8.93,22.5,0.73,0.533,ACCEPT,ACCEPT,,,sdoe
1,12,na,B,1,12,110,800,1,20211005,C,8.92,19.3,0.78,0.565,ACCEPT,ACCEPT,,,sdoe
1,23,na,B,1.5,16,70,800,5,20211116,D,8.92,20.2,0.8,0.53,ACCEPT,ACCEPT,,,sdoe
1,3,na,C,0.5,16,90,2500,1,20220119,D,8.87,20.8,0.8,0.508,ACCEPT,ACCEPT,,,sdoe
1,1,na,C,0.5,8,55,800,0,20211116,E,8.85,19.8,0.8,0.535,ACCEPT,REJECT,,,sdoe
2,49,na,A,0.578,19.5,53,3470,2.03,20240710,a,8.841,20.377,0.8,0.529,accept,accept,,,sobol32
1,10,na,A,0.8,22,55,1500,1,20210915,E,8.82,20.1,0.81,0.515,ACCEPT,ACCEPT,,,sdoe
1,3,na,B,0.5,16,90,2500,1,20210929,D,8.81,19.5,0.78,0.55,ACCEPT,ACCEPT,,,sdoe
1,24,na,C,1.5,20,90,1500,0,20220215,F,8.8,24.1,0.8,0.446,ACCEPT,REJECT,,,sdoe
2,56,na,A,1.05,6.5,79.5,3130,2.34,20240716,f,8.756,15.102,0.82,0.696,accept,accept,,,sobol32
1,23,na,C,1.5,16,70,800,5,20220222,B,8.75,19.6,0.81,0.541,ACCEPT,ACCEPT,,,sdoe
2,26,na,B,0.25,6,45,600,0,20240703,b,8.744,15.577,0.82,0.668,accept,accept,,,sobol32
1,2,na,A,0.5,12,70,1500,0.5,20210914,D,8.7,18.7,0.81,0.547,ACCEPT,ACCEPT,,,sdoe
1,6,na,A,0.8,8,70,2500,2,20210914,B,8.7,20.6,0.72,0.556,ACCEPT,ACCEPT,,,sdoe
1,13,na,B,1,16,130,1500,2,20211005,B,8.69,22.3,0.74,0.5,ACCEPT,ACCEPT,,,sdoe
1,10,na,C,0.8,22,55,1500,1,20220126,B,8.69,2.17,0.79,0.486,ACCEPT,ACCEPT,,,sdoe
1,10,na,C,0.8,22,55,1500,1,20220126,E,8.69,20.4,0.79,0.518,ACCEPT,ACCEPT,,,sdoe
1,19,na,B,1.2,20,70,6000,1,20211006,E,8.68,19.7,0.83,0.51,ACCEPT,ACCEPT,,,sdoe
1,9,na,C,0.8,20,130,800,0.5,20220119,D,8.67,20.6,0.81,0.493,ACCEPT,ACCEPT,,,sdoe
2,36,na,A,1.66,7,103,1610,1.56,20240705,f,8.654,16.148,0.83,0.63,accept,accept,,,sobol32
1,1,na,C,0.5,8,55,800,0,20211116,D,8.64,20.4,0.81,0.502,ACCEPT,REJECT,,,sdoe
2,26,na,C,0.25,6,45,600,0,20240703,c,8.626,15.828,0.8,0.665,accept,accept,,,sobol32
2,43,na,A,1.14,21.5,127,1440,3.91,20240709,d,8.619,20.674,0.78,0.522,accept,accept,,,sobol32
1,11,na,B,1,8,90,6000,0.5,20211005,B,8.61,14.5,0.82,0.688,ACCEPT,ACCEPT,,,sdoe
1,5,na,B,0.5,22,130,6000,5,20210929,E,8.59,20.3,0.75,0.537,ACCEPT,ACCEPT,,,sdoe
1,23,na,C,1.5,16,70,800,5,20220222,E,8.58,18.9,0.81,0.548,ACCEPT,ACCEPT,,,sdoe
1,8,na,C,0.8,16,110,6000,0,20220119,A,8.55,20.3,0.8,0.501,ACCEPT,REJECT,,,sdoe
1,17,na,D,1.2,12,130,2500,0,20220517,D,8.55,20.6,0.77,0.512,ACCEPT,ACCEPT,,,sdoe
1,16,na,B,1.2,8,110,1500,5,20211006,C,8.54,16.4,0.77,0.648,ACCEPT,ACCEPT,,,sdoe
2,45,na,A,0.766,17.5,106,2790,0.156,20240710,a,8.537,21.572,0.8,0.483,accept,accept,,,sobol32
1,24,na,D,1.5,20,90,1500,0,20220517,C,8.53,22.2,0.81,0.451,ACCEPT,REJECT,,,sdoe
2,54,na,A,0.672,10.5,58.3,1780,3.59,20240716,b,8.514,19.751,0.78,0.544,accept,accept,,,sobol32
2,36,na,A,1.66,7,103,1610,1.56,20240705,c,8.502,15.662,0.83,0.638,accept,accept,,,sobol32
1,24,na,B,1.5,20,90,1500,0,20211116,A,8.49,16.1,0.84,0.601,ACCEPT,ACCEPT,,,sdoe
1,1,na,C,0.5,8,55,800,0,20211116,A,8.49,20.8,0.82,0.478,ACCEPT,REJECT,,,sdoe
1,8,na,C,0.8,16,110,6000,0,20220119,D,8.49,20.5,0.81,0.487,ACCEPT,REJECT,,,sdoe
2,26,na,B,0.25,6,45,600,0,20240703,e,8.488,15.338,0.81,0.667,accept,accept,,,sobol32
2,48,na,A,1.33,11.5,95.5,769,4.53,20240710,f,8.477,18.357,0.79,0.571,accept,accept,,,sobol32
2,32,na,A,1.19,8,119,3980,3.12,20240709,b,8.473,15.27,0.81,0.669,accept,accept,,,sobol32
1,9,na,B,0.8,20,130,800,0.5,20211005,B,8.47,21.9,0.73,0.503,ACCEPT,ACCEPT,,,sdoe
1,5,na,A,0.5,22,130,6000,5,20210914,A,8.46,20.4,0.77,0.513,ACCEPT,ACCEPT,,,sdoe
1,5,na,A,0.5,22,130,6000,5,20210914,F,8.46,19.9,0.73,0.554,ACCEPT,ACCEPT,,,sdoe
1,19,na,A,1.2,20,70,6000,1,20210928,B,8.45,20,0.78,0.518,ACCEPT,ACCEPT,,,sdoe
1,22,na,A,1.5,12,55,6000,2,20210928,D,8.45,16.2,0.83,0.602,ACCEPT,ACCEPT,,,sdoe
1,13,na,A,1,16,130,1500,2,20210915,E,8.42,20.8,0.77,0.499,ACCEPT,ACCEPT,,,sdoe
1,13,na,B,1,16,130,1500,2,20211005,A,8.42,22.7,0.74,0.477,ACCEPT,ACCEPT,,,sdoe
2,26,na,B,0.25,6,45,600,0,20240703,f,8.42,14.933,0.8,0.688,accept,accept,,,sobol32
2,32,na,A,1.19,8,119,3980,3.12,20240709,d,8.413,15.383,0.81,0.659,accept,accept,,,sobol32
1,5,na,A,0.5,22,130,6000,5,20210914,B,8.41,20.2,0.74,0.535,ACCEPT,ACCEPT,,,sdoe
1,19,na,B,1.2,20,70,6000,1,20211006,D,8.41,20.3,0.84,0.473,ACCEPT,ACCEPT,,,sdoe
2,57,na,A,0.297,14.5,122,5830,4.84,20240716,a,8.408,17.927,0.78,0.592,accept,accept,,,sobol32
1,9,na,D,0.8,20,130,800,0.5,20220222,F,8.4,22.1,0.76,0.489,ACCEPT,ACCEPT,,,sdoe
1,23,na,C,1.5,16,70,800,5,20220222,F,8.39,17.4,0.8,0.589,ACCEPT,ACCEPT,,,sdoe
1,5,na,A,0.5,22,130,6000,5,20210914,E,8.38,19.9,0.75,0.534,ACCEPT,ACCEPT,,,sdoe
1,16,na,B,1.2,8,110,1500,5,20211006,B,8.38,16.2,0.8,0.622,ACCEPT,ACCEPT,,,sdoe
1,4,na,C,0.5,20,110,4500,2,20220119,C,8.38,20.3,0.76,0.517,ACCEPT,ACCEPT,,,sdoe
1,13,na,C,1,16,130,1500,2,20220208,C,8.37,20.8,0.77,0.498,ACCEPT,ACCEPT,,,sdoe
2,32,na,A,1.19,8,119,3980,3.12,20240709,c,8.368,14.587,0.81,0.691,accept,accept,,,sobol32
2,32,na,A,1.19,8,119,3980,3.12,20240709,f,8.366,14.712,0.81,0.685,accept,accept,,,sobol32
1,4,na,B,0.5,20,110,4500,2,20210929,D,8.35,21,0.76,0.497,ACCEPT,ACCEPT,,,sdoe
1,4,na,C,0.5,20,110,4500,2,20220119,F,8.34,19.3,0.77,0.533,ACCEPT,ACCEPT,,,sdoe
1,10,na,C,0.8,22,55,1500,1,20220126,D,8.31,20.3,0.8,0.49,ACCEPT,ACCEPT,,,sdoe
1,13,na,A,1,16,130,1500,2,20210915,C,8.3,18.4,0.78,0.551,ACCEPT,ACCEPT,,,sdoe
1,12,na,C,1,12,110,800,1,20220126,C,8.28,20.8,0.78,0.489,ACCEPT,ACCEPT,,,sdoe
1,9,na,D,0.8,20,130,800,0.5,20220222,A,8.28,24.6,0.77,0.428,ACCEPT,ACCEPT,,,sdoe
2,36,na,A,1.66,7,103,1610,1.56,20240705,e,8.257,16.167,0.83,0.601,accept,accept,,,sobol32
2,46,na,A,0.953,7.5,117,2120,0.781,20240710,f,8.245,13.996,0.81,0.71,accept,accept,,,sobol32
2,36,na,A,1.66,7,103,1610,1.56,20240705,a,8.244,15.962,0.84,0.6,accept,accept,,,sobol32
2,26,na,A,0.25,6,45,600,0,20240703,b,8.223,16.023,0.81,0.618,accept,accept,,,sobol32
1,7,na,A,0.8,12,90,4500,5,20210914,B,8.21,19.9,0.76,0.516,ACCEPT,ACCEPT,,,sdoe
1,22,na,C,1.5,12,55,6000,2,20220215,C,8.21,15.3,0.85,0.616,ACCEPT,REJECT,,,sdoe
2,45,na,A,0.766,17.5,106,2790,0.156,20240710,e,8.205,22.089,0.7,0.518,reject,accept,,,sobol32
1,4,na,A,0.5,20,110,4500,2,20210914,C,8.19,16,0.75,0.647,ACCEPT,ACCEPT,,,sdoe
2,46,na,A,0.953,7.5,117,2120,0.781,20240710,e,8.184,14.097,0.81,0.7,accept,accept,,,sobol32
1,11,na,B,1,8,90,6000,0.5,20211005,C,8.18,13.3,0.82,0.714,ACCEPT,ACCEPT,,,sdoe
1,9,na,B,0.8,20,130,800,0.5,20211005,F,8.17,20.1,0.73,0.531,ACCEPT,ACCEPT,,,sdoe
2,36,na,A,1.66,7,103,1610,1.56,20240705,b,8.168,15.675,0.83,0.613,accept,accept,,,sobol32
1,10,na,C,0.8,22,55,1500,1,20220126,A,8.16,20.9,0.81,0.463,ACCEPT,ACCEPT,,,sdoe
1,11,na,B,1,8,90,6000,0.5,20211005,A,8.15,14.5,0.83,0.645,ACCEPT,ACCEPT,,,sdoe
1,4,na,D,0.5,20,110,4500,2,20220222,A,8.14,22.3,0.2,0.496,ACCEPT,ACCEPT,,,sdoe
1,17,na,C,1.2,12,130,2500,0,20220208,F,8.13,13.8,0.84,0.667,ACCEPT,REJECT,,,sdoe
1,23,na,C,1.5,16,70,800,5,20220222,D,8.13,18.6,0.81,0.528,ACCEPT,ACCEPT,,,sdoe
2,56,na,A,1.05,6.5,79.5,3130,2.34,20240716,d,8.127,14.719,0.82,0.663,accept,accept,,,sobol32
2,38,na,A,0.719,9,71.6,3640,4.69,20240709,a,8.123,15.327,0.83,0.623,accept,accept,,,sobol32
2,54,na,A,0.672,10.5,58.3,1780,3.59,20240716,a,8.122,19.745,0.79,0.512,accept,accept,,,sobol32
1,11,na,A,1,8,90,6000,0.5,20210915,F,8.12,18.6,0.76,0.545,ACCEPT,ACCEPT,,,sdoe
2,48,na,A,1.33,11.5,95.5,769,4.53,20240710,d,8.118,18.234,0.79,0.55,accept,accept,,,sobol32
1,9,na,B,0.8,20,130,800,0.5,20211005,A,8.1,21.7,0.74,0.479,ACCEPT,ACCEPT,,,sdoe
1,4,na,A,0.5,20,110,4500,2,20210914,B,8.09,16.5,0.76,0.613,ACCEPT,ACCEPT,,,sdoe
1,5,na,B,0.5,22,130,6000,5,20210929,D,8.09,20.3,0.73,0.518,ACCEPT,ACCEPT,,,sdoe
1,4,na,C,0.5,20,110,4500,2,20220119,D,8.09,21.4,0.76,0.474,ACCEPT,ACCEPT,,,sdoe
1,6,na,C,0.8,8,70,2500,2,20220119,D,8.09,14.8,0.82,0.634,ACCEPT,ACCEPT,,,sdoe
1,6,na,A,0.8,8,70,2500,2,20210914,A,8.07,20.2,0.73,0.519,ACCEPT,ACCEPT,,,sdoe
1,6,na,C,0.8,8,70,2500,2,20220119,E,8.05,14.1,0.81,0.668,ACCEPT,ACCEPT,,,sdoe
2,26,na,C,0.25,6,45,600,0,20240703,e,8.044,16.109,0.81,0.602,accept,accept,,,sobol32
2,48,na,A,1.33,11.5,95.5,769,4.53,20240710,a,8.044,18.045,0.8,0.544,accept,accept,,,sobol32
2,26,na,D,0.25,6,45,600,0,20240703,b,8.043,16.609,0.82,0.576,accept,accept,,,sobol32
1,22,na,C,1.5,12,55,6000,2,20220215,B,8.04,16.1,0.85,0.574,ACCEPT,REJECT,,,sdoe
1,4,na,D,0.5,20,110,4500,2,20220222,D,8.04,21.9,0.76,0.472,ACCEPT,ACCEPT,,,sdoe
2,26,na,A,0.25,6,45,600,0,20240703,f,8.034,14.484,0.81,0.668,accept,accept,,,sobol32
2,56,na,A,1.05,6.5,79.5,3130,2.34,20240716,e,8.032,14.766,0.82,0.653,accept,accept,,,sobol32
1,10,na,A,0.8,22,55,1500,1,20210915,D,8.03,18.7,0.82,0.499,ACCEPT,ACCEPT,,,sdoe
1,17,na,C,1.2,12,130,2500,0,20220208,E,8.03,14.2,0.84,0.639,ACCEPT,REJECT,,,sdoe
1,9,na,A,0.8,20,130,800,0.5,20210915,C,8.01,22.3,0.71,0.481,ACCEPT,ACCEPT,,,sdoe
1,11,na,A,1,8,90,6000,0.5,20210915,E,8.01,18.8,0.78,0.519,ACCEPT,ACCEPT,,,sdoe
2,26,na,D,0.25,6,45,600,0,20240703,e,8.003,16.319,0.81,0.591,accept,accept,,,sobol32
1,16,na,A,1.2,8,110,1500,5,20210915,C,8,16.4,0.77,0.601,ACCEPT,ACCEPT,,,sdoe
1,20,na,B,1.2,22,90,800,2,20211006,C,8,20.1,0.77,0.496,ACCEPT,ACCEPT,,,sdoe
1,4,na,B,0.5,20,110,4500,2,20210929,E,7.99,19.7,0.76,0.508,ACCEPT,ACCEPT,,,sdoe
1,9,na,A,0.8,20,130,800,0.5,20210915,B,7.98,23.1,0.71,0.463,REJECT,ACCEPT,,,sdoe
1,4,na,D,0.5,20,110,4500,2,20220222,E,7.98,22.1,0.7,0.504,ACCEPT,ACCEPT,,,sdoe
1,24,na,C,1.5,20,90,1500,0,20220215,E,7.95,23.2,0.8,0.418,ACCEPT,REJECT,,,sdoe
1,22,na,C,1.5,12,55,6000,2,20220215,A,7.93,16.4,0.85,0.564,ACCEPT,REJECT,,,sdoe
1,24,na,C,1.5,20,90,1500,0,20220215,B,7.92,22.3,0.8,0.432,ACCEPT,REJECT,,,sdoe
1,12,na,B,1,12,110,800,1,20211005,A,7.9,19.2,0.78,0.503,ACCEPT,ACCEPT,,,sdoe
1,14,na,D,1,20,55,2500,5,20220308,E,7.9,20.7,0.76,0.484,ACCEPT,REJECT,,,sdoe
1,3,na,A,0.5,16,90,2500,1,20210914,B,7.87,14.5,0.84,0.645,ACCEPT,REJECT,,,sdoe
1,14,na,A,1,20,55,2500,5,20210915,C,7.87,13.3,0.83,0.679,ACCEPT,REJECT,,,sdoe
1,24,na,D,1.5,20,90,1500,0,20220517,B,7.87,21.8,0.8,0.428,ACCEPT,REJECT,,,sdoe
1,4,na,C,0.5,20,110,4500,2,20220119,A,7.86,19.9,0.79,0.474,ACCEPT,ACCEPT,,,sdoe
1,4,na,C,0.5,20,110,4500,2,20220119,E,7.86,20,0.74,0.505,ACCEPT,ACCEPT,,,sdoe
1,23,na,C,1.5,16,70,800,5,20220222,A,7.85,17.9,0.82,0.524,ACCEPT,ACCEPT,,,sdoe
1,3,na,A,0.5,16,90,2500,1,20210914,A,7.83,14.8,0.84,0.628,ACCEPT,REJECT,,,sdoe
2,48,na,A,1.33,11.5,95.5,769,4.53,20240710,e,7.83,17.39,0.78,0.563,accept,accept,,,sobol32
1,6,na,C,0.8,8,70,2500,2,20220119,F,7.8,13.2,0.81,0.695,ACCEPT,ACCEPT,,,sdoe
1,24,na,C,1.5,20,90,1500,0,20220215,A,7.8,22.55,0.81,0.417,ACCEPT,REJECT,,,sdoe
2,46,na,A,0.953,7.5,117,2120,0.781,20240710,c,7.793,13.509,0.81,0.695,accept,accept,,,sobol32
2,53,na,A,0.859,20.5,68.9,1110,2.97,20240716,f,7.79,19.59,0.78,0.502,accept,accept,,,sobol32
1,7,na,C,0.8,12,90,4500,5,20220119,C,7.77,20.8,0.74,0.481,ACCEPT,ACCEPT,,,sdoe
2,48,na,A,1.33,11.5,95.5,769,4.53,20240710,c,7.765,16.939,0.79,0.566,accept,accept,,,sobol32
1,13,na,C,1,16,130,1500,2,20220208,F,7.75,18.6,0.76,0.521,ACCEPT,ACCEPT,,,sdoe
2,46,na,A,0.953,7.5,117,2120,0.781,20240710,d,7.747,13.705,0.81,0.681,accept,accept,,,sobol32
1,16,na,A,1.2,8,110,1500,5,20210915,B,7.72,16.4,0.79,0.566,ACCEPT,ACCEPT,,,sdoe
1,10,na,D,0.8,22,55,1500,1,20220222,C,7.72,20.2,0.77,0.485,ACCEPT,REJECT,,,sdoe
2,53,na,A,0.859,20.5,68.9,1110,2.97,20240716,a,7.711,20.289,0.79,0.473,accept,accept,,,sobol32
1,11,na,B,1,8,90,6000,0.5,20211005,F,7.7,12.8,0.82,0.699,ACCEPT,ACCEPT,,,sdoe
1,18,na,C,1.2,16,55,4500,0.5,20220208,F,7.7,13.3,0.83,0.664,ACCEPT,REJECT,,,sdoe
1,1,na,B,0.5,8,55,800,0,20210929,C,7.68,12.5,0.83,0.704,ACCEPT,ACCEPT,,,sdoe
1,5,na,C,0.5,22,130,6000,5,20220119,C,7.68,20.8,0.67,0.524,ACCEPT,REJECT,,,sdoe
1,14,na,D,1,20,55,2500,5,20220308,A,7.67,20.4,0.77,0.467,ACCEPT,REJECT,,,sdoe
2,48,na,A,1.33,11.5,95.5,769,4.53,20240710,b,7.647,16.846,0.79,0.561,accept,accept,,,sobol32
1,14,na,A,1,20,55,2500,5,20210915,B,7.62,13.4,0.83,0.652,ACCEPT,REJECT,,,sdoe
1,17,na,D,1.2,12,130,2500,0,20220517,F,7.62,17.7,0.78,0.525,ACCEPT,ACCEPT,,,sdoe
2,26,na,A,0.25,6,45,600,0,20240703,d,7.62,15.429,0.81,0.595,accept,accept,,,sobol32
1,18,na,C,1.2,16,55,4500,0.5,20220208,E,7.61,13.8,0.83,0.633,ACCEPT,REJECT,,,sdoe
2,53,na,A,0.859,20.5,68.9,1110,2.97,20240716,c,7.601,18.909,0.78,0.507,accept,accept,,,sobol32
